,Unnamed: 0,Equation Number,eqn,soln,metrics
116,116,143,"(1x + 2) = ((-3) + -4x)
","(1x + 2) = ((-3) + -4x)
|((1x + 2) - 2) = (((-3) + -4x) - 2)|(((1x + 2) - 2) - -4x) = ((((-3) + -4x) - 2) - -4x)|((1x + (2 - 2)) - -4x) = ((((-3) + -4x) - 2) - -4x)|((1x + 0) - -4x) = ((((-3) + -4x) - 2) - -4x)|((1x + 0) - -4x) = ((((-3) + -4x) - -4x) - 2)|((1x + 0) - -4x) = (((-3) + (-4x - -4x)) - 2)|((1x + 0) - -4x) = (((-3) + 0) - 2)|((1x + 0) - -4x) = ((-3) - 2)|(1x - -4x) = ((-3) - 2)|((1 - (-4)) * x) = ((-3) - 2)|5x = ((-3) - 2)|(5x / 5) = (((-3) - 2) / 5)|((x * 5) / 5) = (((-3) - 2) / 5)|(x * (5 / 5)) = (((-3) - 2) / 5)|(x * 1) = (((-3) - 2) / 5)|x = (((-3) - 2) / 5)|x = ((-5) / 5)|x = (-1)",35
117,117,145,"((1 / x) + (-2)) = (-3)
","((1 / x) + (-2)) = (-3)
|(((1 / x) + (-2)) - (-2)) = ((-3) - (-2))|((1 / x) + ((-2) - (-2))) = ((-3) - (-2))|((1 / x) + 0) = ((-3) - (-2))|(((1 / x) + 0) * x) = (((-3) - (-2)) * x)|(x * ((1 / x) + 0)) = (((-3) - (-2)) * x)|(x * (1 / x)) = (((-3) - (-2)) * x)|((x * 1) / x) = (((-3) - (-2)) * x)|(x / x) = (((-3) - (-2)) * x)|1 = (((-3) - (-2)) * x)|(((-3) - (-2)) * x) = 1|-1x = 1|(-1x * (-1)) = (1 * (-1))|((x * (-1)) * (-1)) = (1 * (-1))|(x * ((-1) * (-1))) = (1 * (-1))|(x * 1) = (1 * (-1))|x = (1 * (-1))|x = (-1)",38
118,118,147,"((-1) - 2x) = -3x
","((-1) - 2x) = -3x
|((-1) + -2x) = -3x|-3x = ((-1) + -2x)|(-3x - -2x) = (((-1) + -2x) - -2x)|(((-3) - (-2)) * x) = (((-1) + -2x) - -2x)|(((-3) - (-2)) * x) = ((-1) + (-2x - -2x))|(((-3) - (-2)) * x) = ((-1) + 0)|(((-3) - (-2)) * x) = (-1)|-1x = (-1)|(x * (-1)) = (-1)|((x * (-1)) / (-1)) = ((-1) / (-1))|(x * ((-1) / (-1))) = ((-1) / (-1))|(x * 1) = ((-1) / (-1))|x = ((-1) / (-1))|x = 1",28
119,119,148,"(1x + 2) = (-3x + 4)
","(1x + 2) = (-3x + 4)
|((1x + 2) - 2) = ((-3x + 4) - 2)|(((1x + 2) - 2) - -3x) = (((-3x + 4) - 2) - -3x)|((1x + (2 - 2)) - -3x) = (((-3x + 4) - 2) - -3x)|((1x + 0) - -3x) = (((-3x + 4) - 2) - -3x)|((1x + 0) - -3x) = ((-3x + (4 - 2)) - -3x)|((1x + 0) - -3x) = (((4 - 2) + -3x) - -3x)|((1x + 0) - -3x) = ((4 - 2) + (-3x - -3x))|((1x + 0) - -3x) = ((4 - 2) + 0)|((1x + 0) - -3x) = (4 - 2)|(1x - -3x) = (4 - 2)|((1 - (-3)) * x) = (4 - 2)|4x = (4 - 2)|(x * 4) = (4 - 2)|(x * 4) = 2|((x * 4) / 4) = (2 / 4)|(x * (4 / 4)) = (2 / 4)|(x * 1) = (2 / 4)|x = (2 / 4)|x = [1/2]",37
120,120,149,"((-1) + ((-2) / x)) = (-3)
","((-1) + ((-2) / x)) = (-3)
|(((-2) / x) + (-1)) = (-3)|((((-2) / x) + (-1)) - (-1)) = ((-3) - (-1))|((((-2) / x) + (-1)) - (-1)) = (-2)|(((((-2) / x) + (-1)) - (-1)) / (-2)) = ((-2) / (-2))|((((((-2) / x) + (-1)) - (-1)) / (-2)) * x) = (((-2) / (-2)) * x)|(((((-2) / x) + ((-1) - (-1))) / (-2)) * x) = (((-2) / (-2)) * x)|(x * ((((-2) / x) + ((-1) - (-1))) / (-2))) = (((-2) / (-2)) * x)|(x * ((((-2) / x) + ((-1) - (-1))) / (-2))) = 1x|(x * ((((-2) / x) + 0) / (-2))) = 1x|(x * (((-2) / x) / (-2))) = 1x|((x * ((-2) / x)) / (-2)) = 1x|(((x * (-2)) / x) / (-2)) = 1x|((-2x / x) / (-2)) = 1x|(((-2) * (x / x)) / (-2)) = 1x|(((-2) * 1) / (-2)) = 1x|(((-2) * 1) / (-2)) = x|x = (((-2) * 1) / (-2))|x = ((-2) / (-2))|x = 1",45
121,121,150,"((1 + 2x) - 3) = 4x
","((1 + 2x) - 3) = 4x
|4x = ((1 + 2x) - 3)|(4x - 2x) = (((1 + 2x) - 3) - 2x)|((4 - 2) * x) = (((1 + 2x) - 3) - 2x)|((4 - 2) * x) = (((1 + 2x) - 2x) - 3)|((4 - 2) * x) = ((1 + (2x - 2x)) - 3)|((4 - 2) * x) = ((1 + 0) - 3)|((4 - 2) * x) = (1 - 3)|2x = (1 - 3)|(x * 2) = (1 - 3)|(x * 2) = (-2)|((x * 2) / 2) = ((-2) / 2)|(x * (2 / 2)) = ((-2) / 2)|(x * 1) = ((-2) / 2)|x = ((-2) / 2)|x = (-1)",32
122,122,151,"((-1) + -2x) = (3x + (-4))
","((-1) + -2x) = (3x + (-4))
|(((-1) + -2x) - (-4)) = ((3x + (-4)) - (-4))|((3x + (-4)) - (-4)) = (((-1) + -2x) - (-4))|(3x + ((-4) - (-4))) = (((-1) + -2x) - (-4))|(3x + 0) = (((-1) + -2x) - (-4))|3x = (((-1) + -2x) - (-4))|(3x - -2x) = ((((-1) + -2x) - (-4)) - -2x)|((3 - (-2)) * x) = ((((-1) + -2x) - (-4)) - -2x)|5x = ((((-1) + -2x) - (-4)) - -2x)|5x = ((((-1) + -2x) - -2x) - (-4))|5x = (((-1) + (-2x - -2x)) - (-4))|(x * 5) = (((-1) + (-2x - -2x)) - (-4))|((x * 5) / 5) = ((((-1) + (-2x - -2x)) - (-4)) / 5)|((x * 5) / 5) = ((((-1) + 0) - (-4)) / 5)|((x * 5) / 5) = (((-1) - (-4)) / 5)|(x * (5 / 5)) = (((-1) - (-4)) / 5)|(x * 1) = (((-1) - (-4)) / 5)|x = (((-1) - (-4)) / 5)|x = (3 / 5)|x = [3/5]",35
123,123,153,"-1x = ((-2) + 3)
","-1x = ((-2) + 3)
|(-1x * (-1)) = (((-2) + 3) * (-1))|((x * (-1)) * (-1)) = (((-2) + 3) * (-1))|(x * ((-1) * (-1))) = (((-2) + 3) * (-1))|(x * ((-1) * (-1))) = (1 * (-1))|(x * 1) = (1 * (-1))|x = (1 * (-1))|x = (-1)",14
124,124,154,"(-1x / (-2)) = (3 / (-4))
","(-1x / (-2)) = (3 / (-4))
|((x * (-1)) / (-2)) = (3 / (-4))|(x * ((-1) / (-2))) = (3 / (-4))|(x * [1/2]) = (3 / (-4))|(x * [1/2]) = ([-3/4])|((x * [1/2]) / [1/2]) = (([-3/4]) / [1/2])|(x * ([1/2] / [1/2])) = (([-3/4]) / [1/2])|(x * 1) = (([-3/4]) / [1/2])|x = (([-3/4]) / [1/2])|x = ([-3/2])",22
125,125,155,"(-1) = (-2x + 3)
","(-1) = (-2x + 3)
|((-1) - 3) = ((-2x + 3) - 3)|((-1) - 3) = (-2x + (3 - 3))|(-2x + (3 - 3)) = ((-1) - 3)|((x * (-2)) + (3 - 3)) = ((-1) - 3)|(((x * (-2)) + (3 - 3)) / (-2)) = (((-1) - 3) / (-2))|(((x * (-2)) + 0) / (-2)) = (((-1) - 3) / (-2))|((x * (-2)) / (-2)) = (((-1) - 3) / (-2))|(x * ((-2) / (-2))) = (((-1) - 3) / (-2))|(x * 1) = (((-1) - 3) / (-2))|x = (((-1) - 3) / (-2))|x = ((-4) / (-2))|x = 2",23
126,126,157,"(1 + 2x) = (3 + -4x)
","(1 + 2x) = (3 + -4x)
|((1 + 2x) - 2x) = ((3 + -4x) - 2x)|((3 + -4x) - 2x) = ((1 + 2x) - 2x)|(3 + (-4x - 2x)) = ((1 + 2x) - 2x)|((-4x - 2x) + 3) = ((1 + 2x) - 2x)|((-4x - 2x) + 3) = (1 + (2x - 2x))|((((-4) - 2) * x) + 3) = (1 + (2x - 2x))|(((((-4) - 2) * x) + 3) - 3) = ((1 + (2x - 2x)) - 3)|(((((-4) - 2) * x) + 3) - 3) = ((1 + 0) - 3)|(((((-4) - 2) * x) + 3) - 3) = (1 - 3)|((((-4) - 2) * x) + (3 - 3)) = (1 - 3)|((((-4) - 2) * x) + 0) = (1 - 3)|(-6x + 0) = (1 - 3)|((x * (-6)) + 0) = (1 - 3)|(x * (-6)) = (1 - 3)|((x * (-6)) / (-6)) = ((1 - 3) / (-6))|(x * ((-6) / (-6))) = ((1 - 3) / (-6))|(x * 1) = ((1 - 3) / (-6))|x = ((1 - 3) / (-6))|x = ((-2) / (-6))|x = [1/3]",38
127,127,158,"(-1) = (((-2) / x) + 3)
","(-1) = (((-2) / x) + 3)
|((-1) - 3) = ((((-2) / x) + 3) - 3)|(-4) = ((((-2) / x) + 3) - 3)|((-4) / (-4)) = (((((-2) / x) + 3) - 3) / (-4))|(((-4) / (-4)) * x) = ((((((-2) / x) + 3) - 3) / (-4)) * x)|1x = ((((((-2) / x) + 3) - 3) / (-4)) * x)|x = ((((((-2) / x) + 3) - 3) / (-4)) * x)|x = (((((-2) / x) + (3 - 3)) / (-4)) * x)|x = (((((-2) / x) + 0) / (-4)) * x)|x = (x * ((((-2) / x) + 0) / (-4)))|x = ((x * (((-2) / x) + 0)) / (-4))|x = ((x * ((-2) / x)) / (-4))|x = (((x * (-2)) / x) / (-4))|x = ((-2x / x) / (-4))|x = (((-2) * (x / x)) / (-4))|x = (((-2) * 1) / (-4))|x = ((-2) / (-4))|x = [1/2]",37
128,128,159,"-1x = (2x - 3)
","-1x = (2x - 3)
|(-1x - 2x) = ((2x - 3) - 2x)|(((-1) - 2) * x) = ((2x - 3) - 2x)|(((-1) - 2) * x) = ((2x - 2x) - 3)|(((-1) - 2) * x) = (0 - 3)|-3x = (0 - 3)|(x * (-3)) = (0 - 3)|(x * (-3)) = (-3)|((x * (-3)) / (-3)) = ((-3) / (-3))|(x * ((-3) / (-3))) = ((-3) / (-3))|(x * 1) = ((-3) / (-3))|x = ((-3) / (-3))|x = 1",25
129,129,161,"((-1) + -2x) = (3x + 4)
","((-1) + -2x) = (3x + 4)
|(((-1) + -2x) - 4) = ((3x + 4) - 4)|((3x + 4) - 4) = (((-1) + -2x) - 4)|(3x + (4 - 4)) = (((-1) + -2x) - 4)|(3x + 0) = (((-1) + -2x) - 4)|((3x + 0) - -2x) = ((((-1) + -2x) - 4) - -2x)|(3x - -2x) = ((((-1) + -2x) - 4) - -2x)|((3 - (-2)) * x) = ((((-1) + -2x) - 4) - -2x)|5x = ((((-1) + -2x) - 4) - -2x)|5x = ((((-1) + -2x) - -2x) - 4)|5x = (((-1) + (-2x - -2x)) - 4)|(x * 5) = (((-1) + (-2x - -2x)) - 4)|((x * 5) / 5) = ((((-1) + (-2x - -2x)) - 4) / 5)|((x * 5) / 5) = ((((-1) + 0) - 4) / 5)|((x * 5) / 5) = (((-1) - 4) / 5)|(x * (5 / 5)) = (((-1) - 4) / 5)|(x * 1) = (((-1) - 4) / 5)|x = (((-1) - 4) / 5)|x = ((-5) / 5)|x = (-1)",36
130,130,162,"(1x + (-2)) = (3x + (-4))
","(1x + (-2)) = (3x + (-4))
|((1x + (-2)) - (-2)) = ((3x + (-4)) - (-2))|((1x + (-2)) - (-2)) = (((-4) + 3x) - (-2))|(1x + ((-2) - (-2))) = (((-4) + 3x) - (-2))|(1x + 0) = (((-4) + 3x) - (-2))|((1x + 0) - 3x) = ((((-4) + 3x) - (-2)) - 3x)|((1x + 0) - 3x) = ((((-4) + 3x) - 3x) - (-2))|((1x + 0) - 3x) = (((-4) + (3x - 3x)) - (-2))|((1x + 0) - 3x) = (((-4) + 0) - (-2))|((1x + 0) - 3x) = ((-4) - (-2))|(1x - 3x) = ((-4) - (-2))|((1 - 3) * x) = ((-4) - (-2))|-2x = ((-4) - (-2))|(x * (-2)) = ((-4) - (-2))|((x * (-2)) / (-2)) = (((-4) - (-2)) / (-2))|(x * ((-2) / (-2))) = (((-4) - (-2)) / (-2))|(x * 1) = (((-4) - (-2)) / (-2))|(x * 1) = ((-2) / (-2))|x = ((-2) / (-2))|x = 1",36
131,131,164,"((1 / x) + (-2)) = 3
","((1 / x) + (-2)) = 3
|(((1 / x) + (-2)) - (-2)) = (3 - (-2))|(((1 / x) + (-2)) - (-2)) = 5|((1 / x) + ((-2) - (-2))) = 5|((1 / x) + 0) = 5|(((1 / x) + 0) / 5) = (5 / 5)|((((1 / x) + 0) / 5) * x) = ((5 / 5) * x)|(((1 / x) / 5) * x) = ((5 / 5) * x)|(x * ((1 / x) / 5)) = ((5 / 5) * x)|((x * (1 / x)) / 5) = ((5 / 5) * x)|((x * (1 / x)) / 5) = 1x|(((x * 1) / x) / 5) = 1x|((x / x) / 5) = 1x|(1 / 5) = 1x|1x = (1 / 5)|x = (1 / 5)|x = [1/5]",35
132,132,165,"(-1x - 2) = (3 - 4x)
","(-1x - 2) = (3 - 4x)
|((-1x - 2) - -1x) = ((3 - 4x) - -1x)|((-1x - 2) - -1x) = ((3 + -4x) - -1x)|((-1x - 2) - -1x) = (3 + (-4x - -1x))|((-1x - 2) - -1x) = ((-4x - -1x) + 3)|((-1x - 2) - -1x) = ((((-4) - (-1)) * x) + 3)|((-1x - -1x) - 2) = ((((-4) - (-1)) * x) + 3)|(0 - 2) = ((((-4) - (-1)) * x) + 3)|((0 - 2) - 3) = (((((-4) - (-1)) * x) + 3) - 3)|((0 - 2) - 3) = ((((-4) - (-1)) * x) + (3 - 3))|((0 - 3) - 2) = ((((-4) - (-1)) * x) + (3 - 3))|((0 - 3) - 2) = (-3x + (3 - 3))|((0 - 3) - 2) = ((x * (-3)) + (3 - 3))|(((0 - 3) - 2) / (-3)) = (((x * (-3)) + (3 - 3)) / (-3))|(((x * (-3)) + (3 - 3)) / (-3)) = (((0 - 3) - 2) / (-3))|(((x * (-3)) + (3 - 3)) / (-3)) = (((-3) - 2) / (-3))|(((x * (-3)) + 0) / (-3)) = (((-3) - 2) / (-3))|((x * (-3)) / (-3)) = (((-3) - 2) / (-3))|(x * ((-3) / (-3))) = (((-3) - 2) / (-3))|(x * 1) = (((-3) - 2) / (-3))|x = (((-3) - 2) / (-3))|x = ((-5) / (-3))|x = [5/3]",41
133,133,166,"-1x = ((2 + -3x) - 4)
","-1x = ((2 + -3x) - 4)
|(-1x - -3x) = (((2 + -3x) - 4) - -3x)|(((-1) - (-3)) * x) = (((2 + -3x) - 4) - -3x)|(((-1) - (-3)) * x) = (((2 + -3x) - -3x) - 4)|2x = (((2 + -3x) - -3x) - 4)|2x = ((2 + (-3x - -3x)) - 4)|(x * 2) = ((2 + (-3x - -3x)) - 4)|((x * 2) / 2) = (((2 + (-3x - -3x)) - 4) / 2)|((x * 2) / 2) = (((2 + 0) - 4) / 2)|((x * 2) / 2) = ((2 - 4) / 2)|(x * (2 / 2)) = ((2 - 4) / 2)|(x * 1) = ((2 - 4) / 2)|x = ((2 - 4) / 2)|x = ((-2) / 2)|x = (-1)",28
134,134,167,"1 = (-2x + (-3))
","1 = (-2x + (-3))
|(1 - (-3)) = ((-2x + (-3)) - (-3))|(1 - (-3)) = (-2x + ((-3) - (-3)))|(1 - (-3)) = ((x * (-2)) + ((-3) - (-3)))|((1 - (-3)) / (-2)) = (((x * (-2)) + ((-3) - (-3))) / (-2))|(((x * (-2)) + ((-3) - (-3))) / (-2)) = ((1 - (-3)) / (-2))|(((x * (-2)) + 0) / (-2)) = ((1 - (-3)) / (-2))|((x * (-2)) / (-2)) = ((1 - (-3)) / (-2))|(x * ((-2) / (-2))) = ((1 - (-3)) / (-2))|(x * 1) = ((1 - (-3)) / (-2))|x = ((1 - (-3)) / (-2))|x = (4 / (-2))|x = (-2)",25
135,135,168,"(1 - 2) = (-3x - 4x)
","(1 - 2) = (-3x - 4x)
|(-3x - 4x) = (1 - 2)|(((-3) - 4) * x) = (1 - 2)|-7x = (1 - 2)|(x * (-7)) = (1 - 2)|(x * (-7)) = (-1)|((x * (-7)) / (-7)) = ((-1) / (-7))|(x * ((-7) / (-7))) = ((-1) / (-7))|(x * 1) = ((-1) / (-7))|x = ((-1) / (-7))|x = [1/7]",20
136,136,169,"((-1) - 2) = -3x
","((-1) - 2) = -3x
|-3x = ((-1) - 2)|(x * (-3)) = ((-1) - 2)|((x * (-3)) / (-3)) = (((-1) - 2) / (-3))|(x * ((-3) / (-3))) = (((-1) - 2) / (-3))|(x * 1) = (((-1) - 2) / (-3))|x = (((-1) - 2) / (-3))|x = ((-3) / (-3))|x = 1",16
137,137,170,"1 = (-2x + 3)
","1 = (-2x + 3)
|(1 - 3) = ((-2x + 3) - 3)|((-2x + 3) - 3) = (1 - 3)|(-2x + (3 - 3)) = (1 - 3)|((x * (-2)) + (3 - 3)) = (1 - 3)|((x * (-2)) + 0) = (1 - 3)|(x * (-2)) = (1 - 3)|((x * (-2)) / (-2)) = ((1 - 3) / (-2))|(x * ((-2) / (-2))) = ((1 - 3) / (-2))|(x * 1) = ((1 - 3) / (-2))|x = ((1 - 3) / (-2))|x = ((-2) / (-2))|x = 1",23
138,138,171,"1 = ((-2) / x)
","1 = ((-2) / x)
|1x = (((-2) / x) * x)|1x = (x * ((-2) / x))|x = (x * ((-2) / x))|x = ((x * (-2)) / x)|x = (-2x / x)|x = ((-2) * (x / x))|x = ((-2) * 1)|x = (-2)",14
139,139,172,"(-1) = (2x + 3)
","(-1) = (2x + 3)
|((-1) - 3) = ((2x + 3) - 3)|((2x + 3) - 3) = ((-1) - 3)|(2x + (3 - 3)) = ((-1) - 3)|((2x + (3 - 3)) / 2) = (((-1) - 3) / 2)|(((x * 2) + (3 - 3)) / 2) = (((-1) - 3) / 2)|(((x * 2) + 0) / 2) = (((-1) - 3) / 2)|((x * 2) / 2) = (((-1) - 3) / 2)|(x * (2 / 2)) = (((-1) - 3) / 2)|(x * 1) = (((-1) - 3) / 2)|x = (((-1) - 3) / 2)|x = ((-4) / 2)|x = (-2)",23
140,140,173,"1 = 2x
","1 = 2x
|2x = 1|(x * 2) = 1|((x * 2) / 2) = (1 / 2)|(x * (2 / 2)) = (1 / 2)|(x * 1) = (1 / 2)|x = (1 / 2)|x = [1/2]",12
141,141,174,"(1 - 2) = -3x
","(1 - 2) = -3x
|-3x = (1 - 2)|(x * (-3)) = (1 - 2)|((x * (-3)) / (-3)) = ((1 - 2) / (-3))|(x * ((-3) / (-3))) = ((1 - 2) / (-3))|(x * 1) = ((1 - 2) / (-3))|x = ((1 - 2) / (-3))|x = ((-1) / (-3))|x = [1/3]",15
142,142,175,"(1 + 2x) = -3x
","(1 + 2x) = -3x
|((1 + 2x) - 2x) = (-3x - 2x)|((1 + 2x) - 2x) = (((-3) - 2) * x)|(((-3) - 2) * x) = ((1 + 2x) - 2x)|(((-3) - 2) * x) = (1 + (2x - 2x))|(((-3) - 2) * x) = (1 + 0)|-5x = (1 + 0)|(x * (-5)) = (1 + 0)|(x * (-5)) = 1|((x * (-5)) / (-5)) = (1 / (-5))|(x * ((-5) / (-5))) = (1 / (-5))|(x * 1) = (1 / (-5))|x = (1 / (-5))|x = ([-1/5])",25
143,143,176,"(1x - 2) = 3x
","(1x - 2) = 3x
|((1x - 2) - 1x) = (3x - 1x)|(3x - 1x) = ((1x - 2) - 1x)|((3 - 1) * x) = ((1x - 2) - 1x)|((3 - 1) * x) = ((1x - 1x) - 2)|((3 - 1) * x) = (0 - 2)|2x = (0 - 2)|(x * 2) = (0 - 2)|(x * 2) = (-2)|((x * 2) / 2) = ((-2) / 2)|(x * (2 / 2)) = ((-2) / 2)|(x * 1) = ((-2) / 2)|x = ((-2) / 2)|x = (-1)",27
144,144,177,"(1x / x) = 2x
","(1x / x) = 2x
|((1x / x) / 2) = (2x / 2)|(2x / 2) = ((1x / x) / 2)|((x * 2) / 2) = ((1x / x) / 2)|(x * (2 / 2)) = ((1x / x) / 2)|(x * 1) = ((1x / x) / 2)|x = ((1x / x) / 2)|x = ((x / x) / 2)|x = (1 / 2)|x = [1/2]",16
145,145,178,"(-1x + (-2)) = (3x + 4)
","(-1x + (-2)) = (3x + 4)
|((-1x + (-2)) - (-2)) = ((3x + 4) - (-2))|(-1x + ((-2) - (-2))) = ((3x + 4) - (-2))|(-1x + ((-2) - (-2))) = (3x + (4 - (-2)))|(-1x + ((-2) - (-2))) = ((4 - (-2)) + 3x)|(-1x + 0) = ((4 - (-2)) + 3x)|((-1x + 0) - 3x) = (((4 - (-2)) + 3x) - 3x)|((-1x + 0) - 3x) = ((4 - (-2)) + (3x - 3x))|(-1x - 3x) = ((4 - (-2)) + (3x - 3x))|((4 - (-2)) + (3x - 3x)) = (-1x - 3x)|((4 - (-2)) + (3x - 3x)) = (((-1) - 3) * x)|((4 - (-2)) + 0) = (((-1) - 3) * x)|((4 - (-2)) + 0) = -4x|(((4 - (-2)) + 0) / (-4)) = (-4x / (-4))|(((4 - (-2)) + 0) / (-4)) = ((x * (-4)) / (-4))|(((4 - (-2)) + 0) / (-4)) = (x * ((-4) / (-4)))|(((4 - (-2)) + 0) / (-4)) = (x * 1)|(x * 1) = (((4 - (-2)) + 0) / (-4))|x = (((4 - (-2)) + 0) / (-4))|x = ((4 - (-2)) / (-4))|x = (6 / (-4))|x = ([-3/2])",41
146,146,179,"((1x - 2) + 3) = 4x
","((1x - 2) + 3) = 4x
|(((1x - 2) + 3) - 1x) = (4x - 1x)|((3 + (1x - 2)) - 1x) = (4x - 1x)|((3 + (1x - 2)) - 1x) = ((4 - 1) * x)|(3 + ((1x - 2) - 1x)) = ((4 - 1) * x)|((4 - 1) * x) = (3 + ((1x - 2) - 1x))|((4 - 1) * x) = (3 + ((1x - 1x) - 2))|((4 - 1) * x) = (3 + (0 - 2))|3x = (3 + (0 - 2))|(x * 3) = (3 + (0 - 2))|(x * 3) = (3 + (-2))|((x * 3) / 3) = ((3 + (-2)) / 3)|(x * (3 / 3)) = ((3 + (-2)) / 3)|(x * 1) = ((3 + (-2)) / 3)|x = ((3 + (-2)) / 3)|x = (1 / 3)|x = [1/3]",32
147,147,180,"(-1) = ((2x + 3) + 4x)
","(-1) = ((2x + 3) + 4x)
|(-1) = (4x + (2x + 3))|((-1) - 3) = ((4x + (2x + 3)) - 3)|((-1) - 3) = (((4x + 2x) + 3) - 3)|((-1) - 3) = ((((4 + 2) * x) + 3) - 3)|((-1) - 3) = ((6x + 3) - 3)|((6x + 3) - 3) = ((-1) - 3)|(6x + (3 - 3)) = ((-1) - 3)|((6x + (3 - 3)) / 6) = (((-1) - 3) / 6)|(((x * 6) + (3 - 3)) / 6) = (((-1) - 3) / 6)|(((x * 6) + 0) / 6) = (((-1) - 3) / 6)|((x * 6) / 6) = (((-1) - 3) / 6)|(x * (6 / 6)) = (((-1) - 3) / 6)|(x * 1) = (((-1) - 3) / 6)|x = (((-1) - 3) / 6)|x = ((-4) / 6)|x = ([-2/3])",32
148,148,181,"(1x + 2) = (3x + (-4))
","(1x + 2) = (3x + (-4))
|((1x + 2) - 2) = ((3x + (-4)) - 2)|(1x + (2 - 2)) = ((3x + (-4)) - 2)|(1x + (2 - 2)) = (3x + ((-4) - 2))|(1x + (2 - 2)) = (((-4) - 2) + 3x)|(1x + 0) = (((-4) - 2) + 3x)|1x = (((-4) - 2) + 3x)|(1x - 3x) = ((((-4) - 2) + 3x) - 3x)|((1 - 3) * x) = ((((-4) - 2) + 3x) - 3x)|((1 - 3) * x) = (((-4) - 2) + (3x - 3x))|-2x = (((-4) - 2) + (3x - 3x))|-2x = (((-4) - 2) + 0)|(-2x / (-2)) = ((((-4) - 2) + 0) / (-2))|((x * (-2)) / (-2)) = ((((-4) - 2) + 0) / (-2))|(x * ((-2) / (-2))) = ((((-4) - 2) + 0) / (-2))|(x * 1) = ((((-4) - 2) + 0) / (-2))|x = ((((-4) - 2) + 0) / (-2))|x = (((-4) - 2) / (-2))|x = ((-6) / (-2))|x = 3",36
149,149,182,"(1 + -2x) = (3x + 4)
","(1 + -2x) = (3x + 4)
|((1 + -2x) - -2x) = ((3x + 4) - -2x)|((3x + 4) - -2x) = ((1 + -2x) - -2x)|(((3x + 4) - -2x) - 4) = (((1 + -2x) - -2x) - 4)|(((3x + 4) - 4) - -2x) = (((1 + -2x) - -2x) - 4)|((3x + (4 - 4)) - -2x) = (((1 + -2x) - -2x) - 4)|((3x + 0) - -2x) = (((1 + -2x) - -2x) - 4)|(3x - -2x) = (((1 + -2x) - -2x) - 4)|((3 - (-2)) * x) = (((1 + -2x) - -2x) - 4)|5x = (((1 + -2x) - -2x) - 4)|5x = ((1 + (-2x - -2x)) - 4)|5x = ((1 + 0) - 4)|5x = (1 - 4)|(5x / 5) = ((1 - 4) / 5)|((x * 5) / 5) = ((1 - 4) / 5)|(x * (5 / 5)) = ((1 - 4) / 5)|(x * 1) = ((1 - 4) / 5)|x = ((1 - 4) / 5)|x = ((-3) / 5)|x = ([-3/5])",35
150,150,184,"((-1) / x) = ((-2) - 3)
","((-1) / x) = ((-2) - 3)
|((-1) / x) = (-5)|(((-1) / x) / (-5)) = ((-5) / (-5))|((((-1) / x) / (-5)) * x) = (((-5) / (-5)) * x)|((((-1) / x) / (-5)) * x) = 1x|(x * (((-1) / x) / (-5))) = 1x|((x * ((-1) / x)) / (-5)) = 1x|(((x * (-1)) / x) / (-5)) = 1x|((-1x / x) / (-5)) = 1x|((-1x / x) / (-5)) = x|x = ((-1x / x) / (-5))|x = (((-1) * (x / x)) / (-5))|x = (((-1) * 1) / (-5))|x = ((-1) / (-5))|x = [1/5]",34
151,151,185,"1x = (-2)
","1x = (-2)
|x = (-2)",2
152,152,186,"((-1x + (-2)) - 3) = 4x
","((-1x + (-2)) - 3) = 4x
|(((-1x + (-2)) - 3) - -1x) = (4x - -1x)|(4x - -1x) = (((-1x + (-2)) - 3) - -1x)|(4x - -1x) = ((((-2) + -1x) - 3) - -1x)|((4 - (-1)) * x) = ((((-2) + -1x) - 3) - -1x)|5x = ((((-2) + -1x) - 3) - -1x)|5x = ((((-2) + -1x) - -1x) - 3)|5x = (((-2) + (-1x - -1x)) - 3)|(x * 5) = (((-2) + (-1x - -1x)) - 3)|((x * 5) / 5) = ((((-2) + (-1x - -1x)) - 3) / 5)|((x * 5) / 5) = ((((-2) + 0) - 3) / 5)|((x * 5) / 5) = (((-2) - 3) / 5)|(x * (5 / 5)) = (((-2) - 3) / 5)|(x * 1) = (((-2) - 3) / 5)|x = (((-2) - 3) / 5)|x = ((-5) / 5)|x = (-1)",33
153,153,187,"1x = (2 - 3)
","1x = (2 - 3)
|1x = (-1)|x = (-1)",4
154,154,190,"(-1x + (-2)) = 3
","(-1x + (-2)) = 3
|((-1x + (-2)) - (-2)) = (3 - (-2))|(-1x + ((-2) - (-2))) = (3 - (-2))|(-1x + 0) = (3 - (-2))|((x * (-1)) + 0) = (3 - (-2))|(x * (-1)) = (3 - (-2))|((x * (-1)) * (-1)) = ((3 - (-2)) * (-1))|(x * ((-1) * (-1))) = ((3 - (-2)) * (-1))|(x * 1) = ((3 - (-2)) * (-1))|x = ((3 - (-2)) * (-1))|x = (5 * (-1))|x = (-5)",21
